names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,contrast
DPYD,64.83172,1.3897965,0.0,0.0,0.8629051913234219,4/4,APOE4_vs_APOE3_allMicroglia
MSR1,42.73915,1.0002339,0.0,0.0,0.7057031440409457,4/4,APOE4_vs_APOE3_allMicroglia
ACSL1,41.16736,0.8699368,0.0,0.0,0.7827199610041433,4/4,APOE4_vs_APOE3_allMicroglia
PDE4B,40.01896,0.92742455,0.0,0.0,0.7344016573239094,4/4,APOE4_vs_APOE3_allMicroglia
SPP1,38.408726,0.948182,0.0,0.0,0.8095905435047526,4/4,APOE4_vs_APOE3_allMicroglia
AC011586.2,38.09836,2.718554,0.0,0.0,0.24427248354862297,4/4,APOE4_vs_APOE3_allMicroglia
CTSB,38.062714,0.56666934,0.0,0.0,0.8643066049232269,4/4,APOE4_vs_APOE3_allMicroglia
PLCG2,33.86045,0.47975084,2.5469092324693374e-251,4.237246582618646e-248,0.9266999756275895,4/4,APOE4_vs_APOE3_allMicroglia
ZNF292,31.631495,0.51362574,1.3627076221776865e-219,1.7813022028330537e-216,0.7989276139410187,4/4,APOE4_vs_APOE3_allMicroglia
ARHGAP24,30.878284,0.26877853,2.337731430281887e-209,2.9504588993016327e-206,0.9865951742627346,4/4,APOE4_vs_APOE3_allMicroglia
SLC11A1,30.517776,0.72417444,1.5140987798177819e-204,1.7876622400035688e-201,0.7211186936388009,4/4,APOE4_vs_APOE3_allMicroglia
PADI2,30.236582,0.77996665,7.832309098452485e-201,8.958448291014357e-198,0.6322812576163782,4/4,APOE4_vs_APOE3_allMicroglia
PTK2B,28.860739,0.72606117,3.7154157535029437e-183,3.486870051127211e-180,0.5695832317816232,4/4,APOE4_vs_APOE3_allMicroglia
BNIP3L,28.858957,0.75127435,3.911582462546757e-183,3.5791957427918463e-180,0.574396782841823,4/4,APOE4_vs_APOE3_allMicroglia
DIRC3,28.824348,1.2498257,1.0626150386050754e-182,9.486042201947406e-180,0.34688033146478187,4/4,APOE4_vs_APOE3_allMicroglia
KANSL1,28.675129,0.30393943,7.7939635852463e-181,6.792068123419043e-178,0.8890446015110894,4/4,APOE4_vs_APOE3_allMicroglia
MT-ND4,28.541204,0.71606237,3.611706067786066e-179,3.074233809000879e-176,0.7512186205215696,4/4,APOE4_vs_APOE3_allMicroglia
FAM110B,28.338802,0.9801841,1.1501216602876097e-176,9.567182474587909e-174,0.4190226663417012,4/4,APOE4_vs_APOE3_allMicroglia
RBPJ,28.274075,0.5726569,7.201724423769225e-176,5.8575625696528304e-173,0.7356812088715574,4/4,APOE4_vs_APOE3_allMicroglia
CD163,27.984907,0.91958475,2.4803831480551413e-172,1.931585183020558e-169,0.5106019985376554,4/4,APOE4_vs_APOE3_allMicroglia
AC007262.2,27.75319,0.7871841,1.594711004195621e-169,1.2160003638450816e-166,0.5506336826712162,4/4,APOE4_vs_APOE3_allMicroglia
LRRK2,27.431879,0.66738844,1.1430500357684796e-165,8.367354871832425e-163,0.6380087740677552,4/4,APOE4_vs_APOE3_allMicroglia
FAM118A,27.273743,0.9363474,8.691719061388168e-164,6.002369988035252e-161,0.37783329271264926,4/4,APOE4_vs_APOE3_allMicroglia
PGK1,27.13101,0.7923685,4.242236418225392e-162,2.823092638972138e-159,0.47501827930782353,4/4,APOE4_vs_APOE3_allMicroglia
UBXN2B,27.09934,0.71436894,1.0024421312743374e-161,6.436909552065267e-159,0.5553253716792591,4/4,APOE4_vs_APOE3_allMicroglia
SRGN,27.094616,0.7230561,1.1395027594336372e-161,7.190851810005269e-159,0.626919327321472,4/4,APOE4_vs_APOE3_allMicroglia
FOXP1,26.739035,0.4263741,1.6562632024513498e-157,1.0103481578820309e-154,0.8485864001949793,4/4,APOE4_vs_APOE3_allMicroglia
TBC1D8,26.420261,0.74317026,8.017818982041252e-154,4.7332289122853524e-151,0.5387521325859127,4/4,APOE4_vs_APOE3_allMicroglia
IMMP2L,26.303007,0.53446525,1.7716626015315742e-152,9.824942860402597e-150,0.8437119181087009,4/4,APOE4_vs_APOE3_allMicroglia
ARHGAP26,25.870296,0.20712696,1.4383945682627405e-147,7.520954227569223e-145,0.9777601754813551,4/4,APOE4_vs_APOE3_allMicroglia
LINC00278,25.831673,1.1034575,3.9096701975469823e-147,2.0154625197241846e-144,0.3300633682671216,4/4,APOE4_vs_APOE3_allMicroglia
NAMPT,25.440311,1.0648028,9.03650762741266e-143,4.530756379053846e-140,0.3502924689251767,4/4,APOE4_vs_APOE3_allMicroglia
MALAT1,25.292349,0.16100724,3.8775305433469246e-141,1.892286605560544e-138,0.9998781379478431,4/4,APOE4_vs_APOE3_allMicroglia
CPA6,25.108147,1.2847828,4.052188998200552e-139,1.9014637118351077e-136,0.2557884474774555,4/4,APOE4_vs_APOE3_allMicroglia
TBC1D14,24.9291,0.4874464,3.5992315676890855e-137,1.646693432612353e-134,0.7671825493541311,4/4,APOE4_vs_APOE3_allMicroglia
PTPN2,24.923195,0.5228373,4.1708547676398637e-137,1.884659942597366e-134,0.7184377284913478,4/4,APOE4_vs_APOE3_allMicroglia
MT-CO2,24.797617,0.59315956,9.511473725324183e-136,4.245481095373054e-133,0.7839385815257129,4/4,APOE4_vs_APOE3_allMicroglia
UTY,24.778912,0.9254194,1.5134148513301577e-135,6.6737948160885666e-133,0.36650012186205216,4/4,APOE4_vs_APOE3_allMicroglia
HIST1H2AC,24.764397,0.6535384,2.1694576986270655e-135,9.452895384220146e-133,0.5935291250304655,4/4,APOE4_vs_APOE3_allMicroglia
MT-ATP6,24.376373,0.6299317,3.045898053691101e-131,1.2814128122200918e-128,0.7454911040701926,4/4,APOE4_vs_APOE3_allMicroglia
ELL2,24.352407,0.4989562,5.466677410245229e-131,2.2481557291279282e-128,0.7780282719961004,4/4,APOE4_vs_APOE3_allMicroglia
RGS1,24.235903,0.78314954,9.311481146987927e-130,3.7044513202272296e-127,0.5065196197903973,4/4,APOE4_vs_APOE3_allMicroglia
SLC7A5,24.13182,0.9983228,1.158882540886948e-128,4.5123680722343806e-126,0.3102607847916159,4/4,APOE4_vs_APOE3_allMicroglia
PLSCR1,23.924156,0.5442911,1.71719534682542e-126,6.546986134287207e-124,0.6323421886424567,4/4,APOE4_vs_APOE3_allMicroglia
TNFRSF1B,23.742456,0.50900775,1.31470734310104e-124,4.960783862354759e-122,0.6587862539605167,4/4,APOE4_vs_APOE3_allMicroglia
FMNL2,23.669989,0.33102188,7.349112228112119e-124,2.7447434353176704e-121,0.9135998050207166,4/4,APOE4_vs_APOE3_allMicroglia
P4HA1,23.41214,0.52960616,3.214802521028592e-121,1.176649870721675e-118,0.6852912503046551,4/4,APOE4_vs_APOE3_allMicroglia
GRB2,23.381807,0.3430157,6.545348507228739e-121,2.3719435714166243e-118,0.8205581281988789,4/4,APOE4_vs_APOE3_allMicroglia
PRKCB,23.149694,0.4578928,1.4640608382743661e-118,5.152508725161546e-116,0.7737021691445284,4/4,APOE4_vs_APOE3_allMicroglia
SDCBP,23.07264,0.66673183,8.718150131519261e-118,3.0389810758451096e-115,0.49335851815744575,4/4,APOE4_vs_APOE3_allMicroglia
RAD51B,22.918743,0.45620155,3.021690143086464e-116,1.0336157095991371e-113,0.8292712649281014,4/4,APOE4_vs_APOE3_allMicroglia
MT-ND3,22.857641,0.6442719,1.2268048245000165e-115,4.157618831622694e-113,0.7260541067511577,4/4,APOE4_vs_APOE3_allMicroglia
PAX8-AS1,22.798857,0.88409317,4.706370370703155e-115,1.580347357230332e-112,0.31671947355593466,4/4,APOE4_vs_APOE3_allMicroglia
GPD2,22.375803,0.5584904,6.772843123997045e-111,2.2332687493821246e-108,0.599439434560078,4/4,APOE4_vs_APOE3_allMicroglia
SSH2,22.110191,0.16632655,2.5219681051346703e-108,8.168721647436643e-106,0.9744089690470388,4/4,APOE4_vs_APOE3_allMicroglia
BASP1,22.094372,0.6202415,3.580086805552814e-108,1.1494276944740223e-105,0.5163904460151109,4/4,APOE4_vs_APOE3_allMicroglia
ARL17B,21.96428,0.7560023,6.325259903804325e-107,1.9957830839581215e-104,0.3783207409212771,4/4,APOE4_vs_APOE3_allMicroglia
RAB20,21.875761,0.7540378,4.420678647383623e-106,1.371197111634644e-103,0.3819156714599074,4/4,APOE4_vs_APOE3_allMicroglia
RAPGEF1,21.652575,0.32719368,5.747715456307144e-104,1.7386126728619653e-101,0.8387765049963442,4/4,APOE4_vs_APOE3_allMicroglia
MT-CO3,21.306551,0.51555383,9.870583155785334e-101,2.8672477308325318e-98,0.787899098220814,4/4,APOE4_vs_APOE3_allMicroglia
EPSTI1,21.25321,0.5974945,3.078778371725339e-100,8.872942297914893e-98,0.5274798927613941,4/4,APOE4_vs_APOE3_allMicroglia
RNF149,21.200401,0.36733508,9.468738646002947e-100,2.70754143111214e-97,0.7765659273702169,4/4,APOE4_vs_APOE3_allMicroglia
GNA13,21.199074,0.528652,9.739545718178713e-100,2.7633884715585974e-97,0.5813429198147697,4/4,APOE4_vs_APOE3_allMicroglia
HIF1A-AS3,21.194307,0.7865985,1.0777130172583871e-99,3.034259549590325e-97,0.37417743114794055,4/4,APOE4_vs_APOE3_allMicroglia
MAP3K8,21.156502,0.5769558,2.404119393928648e-99,6.717036178410874e-97,0.5285157202047283,4/4,APOE4_vs_APOE3_allMicroglia
PLXNC1,21.001007,0.93222225,6.421057910999257e-98,1.7804328833369986e-95,0.2821106507433585,4/4,APOE4_vs_APOE3_allMicroglia
DARS,20.998653,0.5553212,6.746977230807609e-98,1.8567376964269873e-95,0.5138922739458932,4/4,APOE4_vs_APOE3_allMicroglia
HIF1A,20.68301,0.43940005,4.926769016002801e-95,1.3162384872607191e-92,0.7303802096027298,4/4,APOE4_vs_APOE3_allMicroglia
KCNMA1,20.599634,0.30457443,2.7652925568149097e-94,7.281472868487951e-92,0.9003777723616866,4/4,APOE4_vs_APOE3_allMicroglia
TPRG1,20.522629,0.89582324,1.3520167288795982e-93,3.5346545924087267e-91,0.3004508895929807,4/4,APOE4_vs_APOE3_allMicroglia
ARHGAP18,20.492329,0.572952,2.520417730110739e-93,6.542539669488167e-91,0.5065805508164758,4/4,APOE4_vs_APOE3_allMicroglia
PTPRG,20.149664,0.716232,2.7094261563467935e-90,6.839152189548205e-88,0.4420545941993663,4/4,APOE4_vs_APOE3_allMicroglia
RLF,19.901527,0.44783413,3.947164531303664e-88,9.89521705549626e-86,0.6230197416524494,4/4,APOE4_vs_APOE3_allMicroglia
ETV6,19.866426,0.19799861,7.946078719938179e-88,1.9784654913500493e-85,0.9298683889836705,4/4,APOE4_vs_APOE3_allMicroglia
BCL6,19.70108,0.5980111,2.1106713555395038e-86,5.150178818940092e-84,0.4522910065805508,4/4,APOE4_vs_APOE3_allMicroglia
USP9Y,19.29195,0.7682672,6.276145526418189e-83,1.501393479819818e-80,0.3209237143553497,4/4,APOE4_vs_APOE3_allMicroglia
CCDC144A,19.262655,0.61395234,1.105613984926211e-82,2.6276998352132627e-80,0.4051913234218864,4/4,APOE4_vs_APOE3_allMicroglia
GLUL,19.189985,0.5632632,4.4876874070404504e-82,1.0529092742633815e-79,0.46996100414330977,4/4,APOE4_vs_APOE3_allMicroglia
PRKCE,18.98811,0.43525037,2.138873185986436e-80,4.954740346853769e-78,0.6566536680477699,4/4,APOE4_vs_APOE3_allMicroglia
PTPRC,18.87693,0.17733434,1.7655204971579485e-79,4.064139353237615e-77,0.9069583231781623,4/4,APOE4_vs_APOE3_allMicroglia
TTC7A,18.670937,0.37011945,8.534254492803682e-78,1.9401381906279974e-75,0.6968072142334877,4/4,APOE4_vs_APOE3_allMicroglia
KYNU,18.670496,0.5065288,8.605017258365676e-78,1.9441496090953216e-75,0.5380818912990495,4/4,APOE4_vs_APOE3_allMicroglia
PDK1,18.636135,0.6684198,1.6364658250498375e-77,3.674618752309761e-75,0.34815988301242995,4/4,APOE4_vs_APOE3_allMicroglia
PFKFB3,18.634436,0.41849136,1.6892731324109925e-77,3.7700662145960206e-75,0.6681696319766025,4/4,APOE4_vs_APOE3_allMicroglia
PRKAG2,18.631174,0.3428936,1.7954435317037077e-77,3.9827290123568125e-75,0.7531684133560809,4/4,APOE4_vs_APOE3_allMicroglia
DMXL2,18.60831,0.45654,2.7515721148878748e-77,6.066884998615127e-75,0.5640994394345601,4/4,APOE4_vs_APOE3_allMicroglia
FRMD4B,18.503908,0.32182258,1.9202836350123517e-76,4.183589364588517e-74,0.8134901291737753,4/4,APOE4_vs_APOE3_allMicroglia
PHF21A,18.469683,0.3417133,3.6221151552735833e-76,7.844558390424166e-74,0.7233122105776262,4/4,APOE4_vs_APOE3_allMicroglia
EPB41L3,18.45788,0.32622397,4.5068598128162726e-76,9.703269176993434e-74,0.7552400682427493,4/4,APOE4_vs_APOE3_allMicroglia
CEMIP2,18.336267,0.78989714,4.250011976192337e-75,9.043877229105566e-73,0.29076285644650257,4/4,APOE4_vs_APOE3_allMicroglia
YEATS2,18.266096,0.5076082,1.540892511299587e-74,3.26001195410845e-72,0.4747136241774311,4/4,APOE4_vs_APOE3_allMicroglia
SRGAP2B,18.125418,0.22545688,2.0081135244918653e-73,4.176077449427657e-71,0.8722276383134292,4/4,APOE4_vs_APOE3_allMicroglia
MFSD1,18.106298,0.41893744,2.842290259902143e-73,5.877438745914031e-71,0.591944918352425,4/4,APOE4_vs_APOE3_allMicroglia
EGLN1,18.046902,0.51401675,8.34412744653703e-73,1.7157494869140552e-70,0.4716061418474287,4/4,APOE4_vs_APOE3_allMicroglia
ALCAM,18.035542,0.48027915,1.0248649376367477e-72,2.0955911498571284e-70,0.6073604679502803,4/4,APOE4_vs_APOE3_allMicroglia
DDX60L,17.983818,0.51373345,2.6088986941892394e-72,5.2466099508802386e-70,0.4702656592737022,4/4,APOE4_vs_APOE3_allMicroglia
MT-CO1,17.788671,0.41871047,8.650529947359499e-71,1.7114489005584055e-68,0.7275773824031196,4/4,APOE4_vs_APOE3_allMicroglia
RNF144B,17.656448,0.48898086,9.077541944881604e-70,1.786274799594686e-67,0.5396051669510115,4/4,APOE4_vs_APOE3_allMicroglia
CELF2,17.49703,0.12174723,1.5093639745192637e-68,2.938522916562743e-66,0.9826955885937119,4/4,APOE4_vs_APOE3_allMicroglia
KDM3A,17.432976,0.55112463,4.636840150762955e-68,8.93226243989868e-66,0.40640994394345603,4/4,APOE4_vs_APOE3_allMicroglia
SAMSN1,17.422495,0.4029896,5.569429611100784e-68,1.0672601738005224e-65,0.6990616621983914,4/4,APOE4_vs_APOE3_allMicroglia
CPVL,17.414543,0.38856462,6.399823807237059e-68,1.2199997456702271e-65,0.643309773336583,4/4,APOE4_vs_APOE3_allMicroglia
GPNMB,17.221066,0.893904,1.8455690167604842e-66,3.446411815431147e-64,0.23689982939312698,4/4,APOE4_vs_APOE3_allMicroglia
USP15,17.152096,0.21422993,6.062518980446289e-66,1.1263667878340844e-63,0.8551060199853766,4/4,APOE4_vs_APOE3_allMicroglia
PLA2G7,17.066328,0.6385919,2.6431067623949314e-65,4.885876293455398e-63,0.3330489885449671,4/4,APOE4_vs_APOE3_allMicroglia
DOCK5,17.034159,0.36769015,4.582792674613262e-65,8.386739734176e-63,0.6698757007067999,4/4,APOE4_vs_APOE3_allMicroglia
PPARD,16.988918,0.38542247,9.920213016984565e-65,1.7974738447260002e-62,0.6414818425542286,4/4,APOE4_vs_APOE3_allMicroglia
ERO1A,16.917122,0.64964604,3.364809921031149e-64,6.037029799983387e-62,0.31775530099926885,4/4,APOE4_vs_APOE3_allMicroglia
IQGAP2,16.91061,0.6832856,3.7579760438555726e-64,6.709545423471112e-62,0.32299536924201805,4/4,APOE4_vs_APOE3_allMicroglia
SH3PXD2B,16.893503,0.62134016,5.022990438777865e-64,8.924586070374207e-62,0.340665366804777,4/4,APOE4_vs_APOE3_allMicroglia
PCSK5,16.879023,0.6114186,6.419860371875453e-64,1.1351367607295336e-61,0.35279064099439433,4/4,APOE4_vs_APOE3_allMicroglia
TCF4,16.874992,0.25080442,6.873375401027515e-64,1.209482755062539e-61,0.8513892273945893,4/4,APOE4_vs_APOE3_allMicroglia
RTN1,16.825369,0.5694409,1.590664685639271e-63,2.7723770551944265e-61,0.38465756763343895,4/4,APOE4_vs_APOE3_allMicroglia
ALOX15B,16.718317,0.8553847,9.640193878509641e-63,1.6487884866697725e-60,0.22288569339507677,4/4,APOE4_vs_APOE3_allMicroglia
ANK2,16.692492,0.3592093,1.4863713724810492e-62,2.530357144380413e-60,0.6846210090177919,4/4,APOE4_vs_APOE3_allMicroglia
FNDC3B,16.67971,0.33326885,1.8410939276077394e-62,3.119716613165318e-60,0.7266634170119425,4/4,APOE4_vs_APOE3_allMicroglia
AL592183.1,16.566393,0.6588788,1.219225490944384e-61,2.047012485965844e-59,0.2896660979770899,4/4,APOE4_vs_APOE3_allMicroglia
CTNNB1,16.525063,0.384377,2.421886747039488e-61,4.029248946745104e-59,0.6018766756032171,4/4,APOE4_vs_APOE3_allMicroglia
MT-ND2,16.507772,0.4391902,3.225758269868216e-61,5.318287316912008e-59,0.6280160857908847,4/4,APOE4_vs_APOE3_allMicroglia
CALM2,16.500866,0.3866567,3.616703472146661e-61,5.936097030674437e-59,0.5957835729953692,4/4,APOE4_vs_APOE3_allMicroglia
TMEM51,16.425997,0.48988715,1.2461885741920932e-60,2.027188800177991e-58,0.4540580063368267,4/4,APOE4_vs_APOE3_allMicroglia
MAP3K20,16.298433,0.73394936,1.0125511716119245e-59,1.6254555014108793e-57,0.25274189617353154,4/4,APOE4_vs_APOE3_allMicroglia
ZNF654,16.293943,0.45408005,1.0897054439211374e-59,1.7416728800418142e-57,0.4769071411162564,4/4,APOE4_vs_APOE3_allMicroglia
THEMIS2,16.179785,0.5756359,7.003899972617018e-59,1.0955117217852798e-56,0.3383499878137948,4/4,APOE4_vs_APOE3_allMicroglia
MT-CYB,16.071846,0.42069864,4.01930280794656e-58,6.20719418032287e-56,0.681330733609554,4/4,APOE4_vs_APOE3_allMicroglia
STAT3,16.059383,0.34486243,4.91409653230863e-58,7.557178452900343e-56,0.6796855959054351,4/4,APOE4_vs_APOE3_allMicroglia
GBE1,16.0163,0.49565697,9.833084377964176e-58,1.4933639888708166e-55,0.4716061418474287,4/4,APOE4_vs_APOE3_allMicroglia
GK,15.817571,0.56274104,2.354013563787408e-56,3.5024085548041836e-54,0.36333170850597124,4/4,APOE4_vs_APOE3_allMicroglia
ASAP1,15.810599,0.3619732,2.6295425203379856e-56,3.896513594610956e-54,0.6494638069705094,4/4,APOE4_vs_APOE3_allMicroglia
ENO1,15.783354,0.55685484,4.050796716658942e-56,5.95434580829052e-54,0.3431026078479162,4/4,APOE4_vs_APOE3_allMicroglia
SLC2A3,15.669349,0.5839873,2.450778748328365e-55,3.545492212156778e-53,0.33140385084084817,4/4,APOE4_vs_APOE3_allMicroglia
MT-ND4L,15.622262,0.59976596,5.13508612245692e-55,7.399578234962431e-53,0.3183646112600536,4/4,APOE4_vs_APOE3_allMicroglia
PJA2,15.539006,0.36761132,1.8888932898109028e-54,2.6635000585951668e-52,0.5706190592249574,4/4,APOE4_vs_APOE3_allMicroglia
IL10RA,15.538899,0.3969912,1.8920521713470763e-54,2.6635000585951668e-52,0.5148671703631489,4/4,APOE4_vs_APOE3_allMicroglia
VPS13B,15.384722,0.20029883,2.0726511858815508e-53,2.809670594609283e-51,0.8439556422130149,4/4,APOE4_vs_APOE3_allMicroglia
CERT1,15.2822,0.34258544,1.0049065676741753e-52,1.3423571271329376e-50,0.6185717767487204,4/4,APOE4_vs_APOE3_allMicroglia
REL,15.229162,0.3353734,2.2647598961572785e-52,2.9925081934748214e-50,0.6094321228369486,4/4,APOE4_vs_APOE3_allMicroglia
TANC2,15.144988,0.24555433,8.17697257912001e-52,1.076566091253135e-49,0.8440775042651718,4/4,APOE4_vs_APOE3_allMicroglia
DENND3,15.110105,0.18067978,1.389195277540635e-51,1.822434994740673e-49,0.8606507433585182,4/4,APOE4_vs_APOE3_allMicroglia
LGMN,15.102814,0.616894,1.551690635346987e-51,2.028336748011967e-49,0.28899585669022665,4/4,APOE4_vs_APOE3_allMicroglia
GAS7,15.000615,0.40550774,7.274236266285629e-51,9.407926557679164e-49,0.5577626127223982,4/4,APOE4_vs_APOE3_allMicroglia
FAM49A,14.99417,0.37052363,8.015772680560938e-51,1.033046816483137e-48,0.5553863027053375,4/4,APOE4_vs_APOE3_allMicroglia
RIN3,14.986319,0.21524045,9.021742149674229e-51,1.1545621832875051e-48,0.8487082622471362,4/4,APOE4_vs_APOE3_allMicroglia
ERC2,14.963651,0.35496715,1.26870924117717e-50,1.6179800326245855e-48,0.5970021935169388,4/4,APOE4_vs_APOE3_allMicroglia
PLAUR,14.952932,0.71482986,1.490387784204916e-50,1.8940862253362545e-48,0.23951986351450158,4/4,APOE4_vs_APOE3_allMicroglia
PPP1CB,14.917193,0.3915963,2.5476547423458413e-50,3.226529800159174e-48,0.5171825493541311,4/4,APOE4_vs_APOE3_allMicroglia
MBP,14.895155,0.26713952,3.543633703673639e-50,4.441799218772563e-48,0.7524981720692177,4/4,APOE4_vs_APOE3_allMicroglia
IRS2,14.883976,0.3712578,4.1885099302587452e-50,5.23220655144711e-48,0.5660492322690714,4/4,APOE4_vs_APOE3_allMicroglia
MARCH1,14.868895,0.17039447,5.247236655512432e-50,6.532452681238453e-48,0.8690592249573483,4/4,APOE4_vs_APOE3_allMicroglia
C22orf34,14.746423,0.4244817,3.244118257760121e-49,4.0114179848742636e-47,0.4827565196197904,4/4,APOE4_vs_APOE3_allMicroglia
RAB27A,14.722615,0.56026417,4.614632125728048e-49,5.667790283012493e-47,0.3176334389471119,4/4,APOE4_vs_APOE3_allMicroglia
NSMAF,14.712366,0.40059528,5.369667819014776e-49,6.573084008152503e-47,0.5022544479649037,4/4,APOE4_vs_APOE3_allMicroglia
AC078883.1,14.495774,0.7267852,1.2884044772141448e-47,1.541074910801141e-45,0.2219107969778211,4/4,APOE4_vs_APOE3_allMicroglia
HAMP,14.495198,0.5606734,1.2992685924869768e-47,1.5490074838311346e-45,0.31586643919083596,4/4,APOE4_vs_APOE3_allMicroglia
LDHA,14.4655695,0.62230265,1.999444663693634e-47,2.3760283810341133e-45,0.25920058493785036,4/4,APOE4_vs_APOE3_allMicroglia
TET2,14.4299135,0.25686398,3.3550176092954667e-47,3.974012929379397e-45,0.7375091396539117,4/4,APOE4_vs_APOE3_allMicroglia
IRAK3,14.369395,0.25038585,8.053181872457346e-47,9.508209990768107e-45,0.7191689008042895,4/4,APOE4_vs_APOE3_allMicroglia
BCAT1,14.31958,0.43263054,1.6511893611286686e-46,1.9308364794463385e-44,0.44333414574701435,4/4,APOE4_vs_APOE3_allMicroglia
PKM,14.318007,0.42452648,1.6889642594671289e-46,1.9687191356928783e-44,0.4236534243236656,4/4,APOE4_vs_APOE3_allMicroglia
PAPOLG,14.233803,0.48291442,5.652275820069483e-46,6.526149756793789e-44,0.3726541554959786,4/4,APOE4_vs_APOE3_allMicroglia
ANKRD12,14.218083,0.24642079,7.076427944691492e-46,8.144790540995387e-44,0.750243724104314,4/4,APOE4_vs_APOE3_allMicroglia
QKI,14.1769495,0.09937316,1.2725908418531876e-45,1.4601284452247187e-43,0.9747745552035096,4/4,APOE4_vs_APOE3_allMicroglia
WSB1,14.176311,0.22100434,1.2842356453778836e-45,1.4688846517648727e-43,0.7620643431635389,4/4,APOE4_vs_APOE3_allMicroglia
STARD13,14.175392,0.3963576,1.3011409366340104e-45,1.4835844056617264e-43,0.5924932975871313,4/4,APOE4_vs_APOE3_allMicroglia
FHIT,14.12621,0.23902327,2.6186155711283786e-45,2.967304907704947e-43,0.9073848403607117,4/4,APOE4_vs_APOE3_allMicroglia
XKR6,14.046207,0.34836867,8.127164019363705e-45,9.124611358059232e-43,0.6029734340726298,4/4,APOE4_vs_APOE3_allMicroglia
MYO10,14.023457,0.69317067,1.1202316945025321e-44,1.2538715672931858e-42,0.22818669266390446,4/4,APOE4_vs_APOE3_allMicroglia
